18, Private, 469921, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K
47, Private, 193061, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
50, Private, 121411, 12th, 8, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
36, Private, 89202, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 50, United-States, <=50K
17, Private, 232900, 11th, 7, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 25, United-States, <=50K
30, Local-gov, 319280, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K
79, ?, 165209, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K
42, Private, 193494, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K
67, Self-emp-not-inc, 195066, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States, <=50K
36, Private, 99146, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 45, United-States, >50K
35, Private, 92028, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
27, Private, 174419, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
21, Private, 57916, 7th-8th, 4, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
46, Private, 383384, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
45, Private, 198223, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 1902, 45, United-States, >50K
20, Private, 109813, 11th, 7, Never-married, Tech-support, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
17, Private, 174298, 11th, 7, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States, <=50K
40, Private, 45687, Some-college, 10, Divorced, Other-service, Not-in-family, Black, Male, 4787, 0, 50, United-States, >50K
28, Private, 263614, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
33, Private, 96128, 11th, 7, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
55, Private, 220262, HS-grad, 9, Divorced, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
55, Self-emp-not-inc, 35340, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
47, Private, 280483, HS-grad, 9, Separated, Craft-repair, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
52, Self-emp-inc, 254211, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 60, United-States, >50K
29, Private, 351324, Some-college, 10, Never-married, Sales, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
36, Private, 58602, 5th-6th, 3, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
37, Private, 64922, Bachelors, 13, Separated, Other-service, Not-in-family, White, Male, 0, 0, 70, England, <=50K
41, Federal-gov, 185616, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 1980, 40, United-States, <=50K
43, Private, 185832, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 48, United-States, >50K
24, Private, 254767, 7th-8th, 4, Married-civ-spouse, Farming-fishing, Husband, White, Male, 2105, 0, 50, United-States, <=50K
39, Federal-gov, 32312, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 60, United-States, <=50K
47, Self-emp-not-inc, 109421, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K
42, Private, 183205, HS-grad, 9, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 45, United-States, <=50K
39, Private, 156897, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 2258, 42, United-States, >50K
48, Local-gov, 145886, Bachelors, 13, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 60, United-States, <=50K
47, Local-gov, 29819, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 1977, 50, United-States, >50K
27, Private, 244566, 10th, 6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
29, Private, 253801, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Ecuador, <=50K
22, Private, 181313, Assoc-voc, 11, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
37, State-gov, 150566, HS-grad, 9, Separated, Craft-repair, Not-in-family, White, Male, 0, 0, 44, United-States, <=50K
38, Private, 237713, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, <=50K
32, Private, 112137, Preschool, 1, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female, 4508, 0, 40, Cambodia, <=50K
48, Local-gov, 187969, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 80, United-States, <=50K
46, Self-emp-not-inc, 224108, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 50, United-States, <=50K
51, Private, 174754, HS-grad, 9, Never-married, Other-service, Not-in-family, Black, Female, 0, 0, 38, United-States, <=50K
28, Self-emp-inc, 219705, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 5013, 0, 55, United-States, <=50K
35, Private, 167062, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
18, Private, 190325, 11th, 7, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 30, United-States, <=50K
45, Private, 108859, HS-grad, 9, Separated, Craft-repair, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
36, Self-emp-not-inc, 344351, HS-grad, 9, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States, <=50K
73, Private, 153127, Some-college, 10, Widowed, Priv-house-serv, Unmarried, White, Female, 0, 0, 10, United-States, <=50K
52, Private, 180881, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
17, Private, 183066, 10th, 6, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K
29, Federal-gov, 339002, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
31, Private, 185480, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, ?, >50K
20, Private, 172047, Some-college, 10, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 10, United-States, <=50K
42, Private, 94600, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 5178, 0, 40, United-States, >50K
37, Private, 302604, Some-college, 10, Separated, Other-service, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
40, Private, 248094, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
32, Private, 36467, Assoc-acdm, 12, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 45, United-States, >50K
29, Private, 53181, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, >50K
20, Private, 181032, Some-college, 10, Never-married, Machine-op-inspct, Own-child, White, Female, 0, 0, 40, United-States, <=50K
26, Private, 248990, 11th, 7, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
25, Private, 40512, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 3674, 0, 30, United-States, <=50K
37, Private, 117381, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 80, United-States, >50K
18, ?, 173125, 12th, 8, Never-married, ?, Own-child, White, Female, 0, 0, 24, United-States, <=50K
33, ?, 316663, Some-college, 10, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 50, United-States, <=50K
26, Private, 154966, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Puerto-Rico, <=50K
24, Private, 198259, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 30, United-States, <=50K
33, Private, 167939, HS-grad, 9, Married-civ-spouse, Other-service, Own-child, White, Female, 0, 0, 25, United-States, <=50K
23, Private, 131275, HS-grad, 9, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K
20, ?, 236523, 10th, 6, Never-married, ?, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
36, Private, 272950, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
37, Private, 174503, Bachelors, 13, Widowed, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
24, Private, 116800, Assoc-voc, 11, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 35, United-States, <=50K
38, Private, 110713, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K
50, Private, 202044, Bachelors, 13, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 45, United-States, <=50K
44, Private, 300528, 11th, 7, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
46, Private, 54985, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 1887, 40, United-States, >50K
57, Private, 133126, Some-college, 10, Never-married, Craft-repair, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
37, Private, 74593, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 70, United-States, <=50K
44, Private, 302424, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 55, United-States, <=50K
21, Private, 344492, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 30, United-States, <=50K
31, Private, 349148, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
32, Private, 222221, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7298, 0, 42, United-States, >50K
45, Private, 234699, HS-grad, 9, Married-spouse-absent, Other-service, Unmarried, Black, Female, 0, 0, 60, United-States, >50K
20, Local-gov, 243178, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
52, Private, 189728, HS-grad, 9, Separated, Priv-house-serv, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
47, Self-emp-not-inc, 318593, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 25, United-States, <=50K
41, Private, 108681, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, <=50K
40, Private, 187376, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K
41, State-gov, 75409, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, >50K
46, Private, 172581, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 50, United-States, >50K
49, Private, 266150, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 40, United-States, <=50K
65, Private, 271092, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, ?, <=50K
50, Private, 135643, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Female, 0, 0, 40, China, <=50K
59, Private, 46466, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K
18, Private, 130652, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 25, United-States, <=50K
47, Local-gov, 114459, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 45, United-States, >50K
47, ?, 109832, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 5178, 0, 30, Canada, >50K
45, Private, 195554, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 45, United-States, >50K
17, Private, 244589, 11th, 7, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K
45, Self-emp-inc, 271901, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 32, United-States, >50K
73, Private, 139978, 11th, 7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
48, Private, 180446, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States, <=50K
64, ?, 178724, HS-grad, 9, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 20, United-States, <=50K
38, State-gov, 341643, Assoc-acdm, 12, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
37, Federal-gov, 289653, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 50, United-States, >50K
62, Self-emp-inc, 118725, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 20051, 0, 72, United-States, >50K
26, Private, 187891, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
46, Self-emp-inc, 116338, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 50, United-States, >50K
46, Private, 102771, Masters, 14, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 1977, 40, United-States, >50K
51, Private, 89652, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 4787, 0, 24, United-States, >50K
54, Federal-gov, 439608, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
65, Private, 330144, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
29, Private, 251905, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
37, Private, 218955, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
36, Self-emp-not-inc, 188972, Doctorate, 16, Separated, Prof-specialty, Unmarried, White, Female, 0, 0, 10, Canada, <=50K
60, Self-emp-not-inc, 25825, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, >50K
33, Private, 202046, Bachelors, 13, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 2001, 40, United-States, <=50K
62, Private, 116104, HS-grad, 9, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 20, Germany, <=50K
20, Private, 194891, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
37, Private, 125550, HS-grad, 9, Never-married, Tech-support, Not-in-family, White, Female, 14084, 0, 35, United-States, >50K
66, Private, 116468, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 2936, 0, 20, United-States, <=50K
32, ?, 285131, Assoc-acdm, 12, Never-married, ?, Unmarried, White, Male, 0, 0, 20, United-States, <=50K
29, State-gov, 409201, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
70, Self-emp-inc, 379819, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 10566, 0, 40, United-States, <=50K
74, Private, 97167, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 15, United-States, <=50K
37, Local-gov, 244803, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, ?, <=50K
51, Self-emp-not-inc, 115851, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
50, Private, 118058, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, <=50K
42, Private, 258589, HS-grad, 9, Never-married, Sales, Not-in-family, White, Male, 0, 0, 60, United-States, >50K
26, Private, 158810, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 70, United-States, <=50K
27, Local-gov, 92431, Some-college, 10, Never-married, Protective-serv, Not-in-family, White, Male, 0, 2231, 40, United-States, >50K
58, Self-emp-not-inc, 165695, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 70, United-States, <=50K
30, ?, 97281, Some-college, 10, Separated, ?, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
32, Private, 244147, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 1876, 50, United-States, <=50K
66, Self-emp-inc, 253741, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 1825, 10, United-States, >50K
23, Private, 170482, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 45, United-States, <=50K
35, Private, 241001, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 44, United-States, <=50K
50, Private, 165001, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
17, ?, 297117, 11th, 7, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K
35, Private, 340260, HS-grad, 9, Divorced, Craft-repair, Unmarried, White, Female, 0, 0, 48, United-States, <=50K
31, Private, 96480, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
30, Private, 185177, 11th, 7, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 49, United-States, <=50K
84, Self-emp-inc, 172907, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 35, United-States, >50K
35, Self-emp-not-inc, 308874, HS-grad, 9, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
45, Self-emp-not-inc, 54098, Assoc-voc, 11, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States, >50K
46, Private, 288608, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
50, Local-gov, 254148, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, Mexico, <=50K
37, Private, 111128, 11th, 7, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
32, Private, 171116, HS-grad, 9, Divorced, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K
53, Self-emp-inc, 96062, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 48, United-States, >50K
27, Federal-gov, 276776, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
22, Private, 152878, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
29, Private, 149211, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K
35, Private, 58343, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 44, United-States, <=50K
38, Private, 127601, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Wife, White, Female, 0, 0, 35, United-States, <=50K
29, Private, 357781, 7th-8th, 4, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K
26, Private, 137367, Some-college, 10, Never-married, Handlers-cleaners, Other-relative, Asian-Pac-Islander, Male, 0, 0, 44, Philippines, <=50K
34, Private, 110978, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, United-States, <=50K
31, Private, 34503, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
30, Private, 84119, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 2051, 40, United-States, <=50K
20, Private, 223515, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 372525, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Male, 0, 0, 48, United-States, <=50K
32, Private, 116365, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 20, United-States, <=50K
36, Private, 111268, Assoc-acdm, 12, Divorced, Sales, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
54, Private, 225599, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 7298, 0, 40, India, >50K
78, ?, 83511, 7th-8th, 4, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, Portugal, <=50K
46, Self-emp-not-inc, 199596, Some-college, 10, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 50, United-States, <=50K
18, Private, 301867, HS-grad, 9, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female, 0, 0, 20, United-States, <=50K
57, Private, 191983, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 50, United-States, <=50K
37, Private, 105803, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 456236, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
45, Private, 116255, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
32, Private, 235109, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
38, Federal-gov, 91716, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
25, Private, 121102, Assoc-acdm, 12, Never-married, Tech-support, Not-in-family, White, Female, 0, 2001, 30, United-States, <=50K
70, Private, 235781, Some-college, 10, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, Vietnam, <=50K
40, Private, 136986, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, United-States, >50K
40, Self-emp-not-inc, 33658, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
20, Private, 53878, HS-grad, 9, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
29, Private, 200928, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
24, Private, 173736, Assoc-voc, 11, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 55, United-States, <=50K
28, Private, 214385, Assoc-voc, 11, Never-married, Exec-managerial, Own-child, Black, Female, 0, 0, 40, United-States, <=50K
58, Private, 102509, 10th, 6, Divorced, Transport-moving, Not-in-family, Black, Male, 0, 0, 50, United-States, <=50K
38, Private, 173047, Bachelors, 13, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female, 0, 213, 40, Philippines, <=50K
59, Self-emp-not-inc, 241297, Some-college, 10, Widowed, Farming-fishing, Not-in-family, White, Female, 6849, 0, 40, United-States, <=50K
18, Private, 329054, 11th, 7, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 15, United-States, <=50K
40, Private, 274158, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
39, Self-emp-inc, 241153, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K
35, Private, 200117, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 1887, 50, ?, >50K
45, Private, 229516, HS-grad, 9, Married-spouse-absent, Craft-repair, Not-in-family, White, Male, 0, 0, 72, Mexico, <=50K
62, ?, 250091, Bachelors, 13, Divorced, ?, Not-in-family, White, Male, 0, 0, 5, United-States, <=50K
24, State-gov, 247075, HS-grad, 9, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 20, United-States, <=50K
22, Private, 315524, Some-college, 10, Never-married, Adm-clerical, Own-child, Black, Male, 0, 0, 30, Dominican-Republic, <=50K
23, Private, 126945, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
39, Self-emp-not-inc, 29874, Some-college, 10, Separated, Craft-repair, Not-in-family, White, Male, 0, 0, 60, United-States, >50K
28, Private, 115579, Assoc-voc, 11, Never-married, Tech-support, Own-child, White, Female, 0, 0, 38, United-States, <=50K
51, Private, 29580, 11th, 7, Married-civ-spouse, Sales, Husband, White, Male, 4386, 0, 30, United-States, >50K
44, Private, 56483, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 37, United-States, <=50K
73, ?, 89852, 1st-4th, 2, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, Portugal, <=50K
24, Private, 420779, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, Black, Male, 0, 0, 35, United-States, <=50K
24, Private, 255474, 11th, 7, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
52, Private, 241444, 1st-4th, 2, Married-civ-spouse, Craft-repair, Husband, Other, Male, 0, 0, 50, Puerto-Rico, <=50K
43, Private, 85995, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
67, Self-emp-inc, 116986, 12th, 8, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 20, United-States, <=50K
31, Private, 217962, 12th, 8, Never-married, Handlers-cleaners, Not-in-family, Black, Male, 0, 0, 40, ?, <=50K
36, Private, 20507, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 7688, 0, 50, United-States, >50K
43, Private, 184099, Assoc-acdm, 12, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 117816, 7th-8th, 4, Divorced, Handlers-cleaners, Other-relative, White, Male, 0, 0, 70, United-States, <=50K
23, Private, 263899, Some-college, 10, Never-married, Adm-clerical, Own-child, Black, Male, 0, 0, 20, Haiti, <=50K
26, Private, 45869, Bachelors, 13, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
48, Private, 186539, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
40, Private, 326310, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 44, United-States, <=50K
55, Local-gov, 84564, Prof-school, 15, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 39, United-States, <=50K
49, Private, 247294, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, >50K
34, Private, 72793, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 15, United-States, <=50K
29, Private, 261375, HS-grad, 9, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 60, United-States, <=50K
50, Private, 77905, Bachelors, 13, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 8, United-States, <=50K
19, Private, 66838, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 9, United-States, <=50K
63, State-gov, 194682, Doctorate, 16, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 50, United-States, >50K
66, Private, 180211, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 0, 30, Philippines, <=50K
65, ?, 79272, Some-college, 10, Widowed, ?, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 6, United-States, <=50K
60, Private, 101198, Assoc-voc, 11, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K
